country_tag,type,difficulty,success,r_rsc_id,s_rsc_id,r_pkg_id,s_pkg_id,r_rsc_name,s_rsc_name,r_col_name,s_col_name,sql,nl,sql_success,sql_time,sql_n_rev,sql_review,sql_intok,sql_outok,nl_time,nl_n_rev,nl_review,nl_intok,nl_outok,tot_time
UK,multi-table-join,moderate,true,f9c8e91b-a2b2-4c01-ad25-0f4e8e9cb1c0,64191ff4-6cdd-4364-944b-f89447693937,fd7d3529-5ecb-4cad-9f7b-3bf2e5a89117,5c087cd3-04bb-4f8b-a69d-fa8463ccc7b2,CSV,CSV,long,long,"SELECT R.ctyua17nm, AVG(S.shape__area) AS avg_shape_area FROM R JOIN S ON R.long = S.long GROUP BY R.ctyua17nm","Which Counties or Unitary Authorities from Great Britain as of December 2017 have corresponding Local Administrative Units Level 1 in the UK as of January 2018 based on their longitude, and what is the average area of these matching Local Administrative Units? Please consider this information is provided by the Office for National Statistics.",success,8.204,0,,3278,255,14.017,0,,7610,188,22.221
UK,multi-table-join,simple,true,d7fc66c0-fc86-45db-b8a7-188c5098778d,6449acca-29f0-4683-9072-1f372d0ce903,dd2a5b45-9849-47be-89b1-6d41e40c05e7,a90a9f70-e28c-4a95-a7a7-f79d12fbe219,2021-07-22 Organogram (Senior),,professional/occupational_group,professional/occupational_group,"SELECT R.name, S.generic_job_title FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group""","Which individuals from the Department for Environment, Food and Rural Affairs have roles that match job titles in the Ministry of Justice based on their professional occupational groups?",success,7.531,0,,3707,244,7.205,0,,4046,144,14.736
UK,single-table,moderate,true,f483711f-d0af-477a-9183-6c9e0b60de61,,590dd982-7774-4ef1-8ac1-d63a582a4b2c,,CSV,,,,"SELECT ""wd15nm"", COUNT(*) AS ""count"" FROM R GROUP BY ""wd15nm"" ORDER BY ""count"" DESC LIMIT 5;",What are the top 5 most frequently occurring ward names in Great Britain based on the December 2015 electoral ward boundaries provided by the Office for National Statistics?,success,16.519,0,,1765,262,8.674,0,,4019,173,25.192999999999998
UK,single-table,moderate,true,d59bd8c4-fa90-4865-9c6a-9e48fd86b363,,7c590663-2e85-4606-a60b-ab1bd103edcf,,2024-10-30 Organogram (Senior),,,,"SELECT ""organisation"", COUNT(*) AS ""number_of_posts"" FROM R GROUP BY ""organisation"" ORDER BY ""number_of_posts"" DESC;",How many posts does each organisation have in the Environment Agency's organogram data?,success,6.409,0,,2589,245,5.926,0,,2765,144,12.335
UK,single-table,moderate,true,d697d950-ce4b-42cd-92c2-c8d2e9d31e7e,,45526f3f-5ddb-4cf8-881d-fc403333876b,,2024-09-30 Organogram (Junior),,,,"SELECT organisation, COUNT(*) AS number_of_units FROM R GROUP BY organisation ORDER BY number_of_units DESC;","How many units does each organization within the Ministry of Housing, Communities and Local Government have, listed from largest to smallest?",success,5.899,0,,1773,253,5.343,0,,2155,145,11.242
UK,single-table,moderate,true,e080cb0e-039e-4541-877a-a61660eb3d99,,7e205366-40a7-4e7a-a837-1b8718895660,,CSV,,,,"SELECT msoa21_nm, COUNT(*) AS count_lsoas FROM R GROUP BY msoa21_nm ORDER BY count_lsoas DESC;","How many Lower Layer Super Output Areas (LSOAs) are associated with each Middle Layer Super Output Area (MSOA) in England, and which MSOA has the highest number of LSOAs? Please provide the names of the MSOAs as well.",success,6.199,0,,1931,251,8.892,0,,4669,167,15.091
UK,single-table,simple,true,eaca4795-3624-46b8-9472-2d195b4218b3,,1e10be47-e1bf-4ee4-b2ed-d8546d632177,,"",,,,"SELECT country, COUNT(*) AS total_births FROM R WHERE birth_year = 2015 GROUP BY country;",How many cattle births were registered in each country during the year 2015 as reported to the Rural Payments Agency?,success,6.296,0,,1433,314,17.869,2,,5969,496,24.165
UK,multi-table-join,simple,true,e080cb0e-039e-4541-877a-a61660eb3d99,dcf60014-5c2f-4691-932c-473f73c86c06,7e205366-40a7-4e7a-a837-1b8718895660,fd07cee9-b563-4716-9115-b9bb3025335c,CSV,CSV,lep21_cd1,lep20_cd,SELECT * FROM R JOIN S ON R.lep21_cd1 = S.lep20_cd;,"How do Local Enterprise Partnership (LEP) names and codes from May 2022 relate to those from April 2020 within England, when matching the LEP codes?",success,6.668,0,,2338,244,55.661,3,,28575,842,62.329
UK,multi-table-join,simple,true,d348fd0e-8dab-411b-933c-07c841833472,f5e630c0-74c6-4264-bc71-26d3cfe74f29,55393295-0b2f-44b6-bde8-0551a76fb253,36fe0c84-771b-4e1b-a33e-459a85236826,CSV,CSV,csp20_nm,csp17_nm,"SELECT R.csp20_nm, S.csp17_nm FROM R JOIN S ON R.csp20_nm = S.csp17_nm;",Which community safety partnerships from December 2020 have the same names as those from January 2017 in England and Wales?,success,7.114,0,,2130,270,10.521,0,,6409,142,17.635
UK,single-table,simple,true,5c5546fc-93d1-4ff4-9080-407fdc08a3f9,,4f1e708d-62ef-4597-95e3-ccf0a440bf15,,Contracts Finder OCDS 2024-11-21,,,,"SELECT uri, published_date FROM R WHERE ""publisher/name"" = 'cabinet office' LIMIT 5;",Could you provide the links and publication dates for up to five Contracts Finder notices published by the Cabinet Office?,success,6.672,0,,3400,218,22.604,2,,10384,504,29.276
UK,multi-table-join,simple,true,e64a81e0-65e1-43b2-8284-b4f54174780f,f40016fc-b605-4ea0-a634-3be841abb909,f52ef1e6-2fe4-4991-8b1a-5dfe841ffb8f,a62d9c58-4fd2-4dba-a7bb-523415f040a0,2022-09-30 Organogram (Senior),2022-06-30 Organogram (Junior),office_region,office_region,"SELECT R.post_unique_reference, R.name, S.generic_job_title, R.job_title, R.grade__or_equivalent_, S.payscale_minimum__a_, S.payscale_maximum__a_ FROM R JOIN S ON R.office_region = S.office_region WHERE R.office_region = 'london' AND R.job_title LIKE '%prosecutor%'",Which prosecutor roles in London have corresponding generic job titles and pay scales in both the Crown Prosecution Service's senior organogram and the UK Strategic Command's junior organogram?,success,45.263,3,,12016,1670,7.818,0,,4021,160,53.080999999999996
UK,multi-table-join,simple,true,f0b0a3b3-ec9c-47de-83bf-b2dd0f8d4aa1,f57a9ff2-aa84-4729-aeff-ac0de2383182,71df9161-49b2-40fb-9533-b85d95a3b186,736da925-f409-49b8-99c8-6ea7a57641d0,,,professional/occupational_group,professional/occupational_group,"SELECT R.""organisation"", S.""job_title"" FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group""",Which job titles in the Home Office have the same professional occupational group as the roles listed in the Homes England organisation chart?,success,7.704,0,,3856,251,7.359,0,,4158,147,15.062999999999999
UK,multi-table-join,moderate,true,ee9deec8-ed99-4508-9c8d-b13f02942e18,5abe5e9c-c170-4f6c-8524-71c26db12a70,60ac7752-a0fe-4235-ab73-e9ca8dacec85,0641fa43-8738-48dc-8d5c-c93bc892e496,CSV,CSV,isicbl22_cd,sicbl23_cd,"SELECT R.isicbl22_cd, R.sicbl22_nm, S.sicbl23_nm, COUNT(*) as count FROM R JOIN S ON R.isicbl22_cd = S.sicbl23_cd GROUP BY R.isicbl22_cd, R.sicbl22_nm, S.sicbl23_nm;","How many Output Areas are associated with each Sub-Integrated Care Board Location from July 2022 (SICBL) in comparison to their corresponding names as of April 2023? Specifically, I'm interested in seeing the count for each SICBL code and name from both time periods.",success,9.608,0,,3407,291,14.862,0,,7940,206,24.47
UK,single-table,challenging,true,f6f2b41b-20a2-42c9-8b25-71832f330fa7,,46ec5188-fc54-49db-b77e-4b671c58f891,,Contracts Finder OCDS 2024-06-26,,,,"WITH LatestReleases AS (     SELECT uri, ""releases/0/date"",            ROW_NUMBER() OVER (PARTITION BY ""publisher/name"" ORDER BY STRPTIME(REPLACE(""releases/0/date"", 't', ' '), '%Y-%m-%d %H:%M:%S%z') DESC) as rn     FROM R ) SELECT uri, ""releases/0/date"" FROM LatestReleases WHERE rn = 1;",Can you provide the most recent publication date and link for Contracts Finder notices published by each organization in June 2024?,success,54.381,3,,12617,1955,7.099,0,,3612,151,61.480000000000004
UK,single-table,challenging,true,d20f7ecb-be24-47ac-810f-dc59345ca0f6,,d17d9852-d19c-47e9-a2ae-d4bda1080df1,,,,,,"WITH RankedGrades AS (SELECT *, ROW_NUMBER() OVER (PARTITION BY ""generic_job_title"" ORDER BY ""grade"" DESC) as rn FROM R WHERE ""organisation"" = 'royal armouries') SELECT ""generic_job_title"", MAX(""payscale_maximum__a_"") - MIN(""payscale_minimum__a_"") AS pay_scale_range, COUNT(*) AS job_count FROM RankedGrades WHERE rn = 1 GROUP BY ""generic_job_title"" ORDER BY pay_scale_range DESC","For each job title at the Royal Armouries, what is the range between the highest maximum pay scale and lowest minimum pay scale for the top grade positions, and how many such positions exist, ordered by the largest pay scale range?",success,8.67,0,,1872,377,5.83,0,,2104,172,14.5
UK,multi-table-join,moderate,true,efb00da1-0262-4335-b211-c707796b1518,fba675bd-069e-4ed4-bc75-a95307dfc605,b0bb8fd7-26e2-4a4b-b1e5-7e9bbf4932bc,00948609-245c-4852-9b8f-3197983b7c7a,,"FCDO government procurement card spend over £500, October 2022",merchant_category_code_description,merchant_category_code_description2,"SELECT R.unique_reference_number, R.transaction_date AS r_transaction_date, S.transaction_date AS s_transaction_date, R.location AS r_location, S.location AS s_location, R.net_amount, S.amount FROM R JOIN S ON R.merchant_category_code_description = S.merchant_category_code_description2 WHERE R.location != S.location;","Which transactions have been made in different locations but with the same merchant category code description between the Foreign and Commonwealth Office's procurement card spending over £500 before September 2020 and the Foreign, Commonwealth and Development Office's spending over £500 in October 2022? Please provide the unique reference number, transaction dates for both periods, locations for both periods, and the net amount spent.",success,7.389,0,,2487,275,7.494,0,,2869,191,14.883
UK,single-table,simple,true,e9ca6b8f-77ac-4f1b-a1e4-dc4027f54548,,50a3f00f-80fd-4056-a165-9d18ae77423d,,Contracts Finder OCDS 2022-12-06,,,,"SELECT uri, published_date FROM R WHERE version = 1.1",Can you show me the links and publication dates for Contracts Finder notices that use version 1.1 of the Open Contracting Data Standard?,success,7.26,0,,3407,236,6.919,0,,3295,150,14.178999999999998
UK,single-table,simple,true,ed378d3e-25fc-4a76-88b0-92c912f793bf,,3bbde6f7-4c7a-4704-82f6-9622e0249f3d,,Contracts Finder OCDS 2024-10-04,,,,"SELECT uri, published_date FROM R WHERE ""publisher/name"" = 'cabinet office';",Can you show me the links and publication dates for Contracts Finder notices that were published by the Cabinet Office?,success,7.995,0,,3463,262,7.504,0,,3348,168,15.498999999999999
UK,single-table,moderate,true,d52c203c-8dd5-4acf-9919-33b450b02831,,25cb6f60-ea40-4fda-ad29-5f7b68647930,,,,,,"SELECT main_subject, COUNT(*) as publication_count FROM R WHERE year >= 2010 GROUP BY main_subject ORDER BY publication_count DESC;","Which main subjects have the most publications from APHA staff since 2010, based on the Animal and Plant Health Agency's publications list?",success,6.669,0,,1823,277,6.08,0,,2219,162,12.748999999999999
UK,single-table,moderate,true,f0b0a3b3-ec9c-47de-83bf-b2dd0f8d4aa1,,71df9161-49b2-40fb-9533-b85d95a3b186,,,,,,"SELECT ""parent_department"", ""organisation"", ""unit"", AVG(""payscale_minimum__a_"") AS avg_min_payscale, AVG(""payscale_maximum__a_"") AS avg_max_payscale FROM R WHERE ""organisation"" = 'homes and communities agency' GROUP BY ""parent_department"", ""organisation"", ""unit"";",What are the average minimum and maximum pay scales for different units within the Homes and Communities Agency under various parent departments?,success,6.908,0,,1884,309,5.379,0,,2211,150,12.286999999999999
UK,single-table,challenging,true,dd58a323-d8d2-4aa2-a840-1e7f58b1a4fe,,04427362-663e-49e0-9103-8bc01dcaa2c7,,DHSC 2022-03-31 Organogram (Senior),,,,"WITH RankedPosts AS ( SELECT *, ROW_NUMBER() OVER (PARTITION BY ""parent_department"" ORDER BY ""actual_pay_ceiling__a_"" DESC) as rn FROM R ) SELECT * FROM RankedPosts WHERE rn = 1;",What are the job titles and details of the highest-paid positions within each parent department at the Department of Health and Social Care?,success,7.493,0,,2690,269,7.126,0,,3030,168,14.619
UK,multi-table-union,moderate,true,e9ca6b8f-77ac-4f1b-a1e4-dc4027f54548,8b44808e-29d3-459c-9aea-8cc2fffd618a,50a3f00f-80fd-4056-a165-9d18ae77423d,d67f7b1b-89f3-47a6-95a4-5f7c240c4874,Contracts Finder OCDS 2022-12-06,Contracts Finder OCDS 2024-09-12,releases/0/tender/procurement_method_details,releases/0/tender/procurement_method_details,"SELECT ""publication_policy"", ""releases/0/id"", ""releases/0/ocid"", ""extensions/6"", ""publisher/uid"", ""uri"", ""extensions/3"", ""published_date"", ""license"", ""extensions/5"", ""extensions/1"", ""extensions/0"", ""publisher/scheme"", ""publisher/uri"", ""extensions/4"", ""releases/0/language"", ""version"", ""extensions/2"", ""publisher/name"", ""releases/0/date"" FROM R WHERE ""published_date"" > '2023-01-01' UNION SELECT ""publication_policy"", ""releases/0/id"", ""releases/0/ocid"", ""extensions/6"", ""publisher/uid"", ""uri"", ""extensions/3"", ""published_date"", ""license"", ""extensions/5"", ""extensions/1"", ""extensions/0"", ""publisher/scheme"", ""publisher/uri"", ""extensions/4"", ""releases/0/language"", ""version"", ""extensions/2"", ""publisher/name"", ""releases/0/date"" FROM S WHERE ""published_date"" <= '2023-01-01'","Can you show me the details of contracts published by the Crown Commercial Service, including their publication policies, release IDs, OCIDs, extensions, publisher information, URIs, licenses, versions, and dates? I'm interested in both contracts published after January 1, 2023, and those published before or on that date.",success,12.282,0,,1739,557,11.979,0,,6661,187,24.261
UK,multi-table-join,challenging,true,ee7a20f3-39c2-43a7-abc4-5cc1278c0e15,b9305ee6-edfd-46a9-b3ee-16753b650a9a,e038c4cd-ff81-4d64-91f8-2941897f32a3,5dcf1a8e-4bad-4d9c-b90b-41f1a3dce03b,,,professional/occupational_group,professional/occupational_group,"SELECT R.""professional/occupational_group"", COUNT(DISTINCT R.""generic_job_title"") AS unique_titles_R, COUNT(DISTINCT S.""generic_job_title"") AS unique_titles_S FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group"" GROUP BY R.""professional/occupational_group"" HAVING COUNT(DISTINCT R.""generic_job_title"") > 5 OR COUNT(DISTINCT S.""generic_job_title"") > 5",Which professional or occupational groups have more than five unique job titles in both the Department for Work and Pensions and the Ministry of Defence? Please include the number of distinct job titles for each group from both departments.,success,9.873,0,,3261,356,7.645,0,,3869,163,17.518
UK,single-table,moderate,true,dfd29876-e8a0-4367-9e12-acd9fec21e8c,,3c16edb8-b2a0-46aa-a754-aa0612163e89,,,,,,"SELECT ""parent_department"", ""organisation"", ""unit"", AVG(""payscale_maximum__a_"" - ""payscale_minimum__a_"") AS avg_payscale_range FROM R GROUP BY ""parent_department"", ""organisation"", ""unit""","What is the average difference between the maximum and minimum pay scales for roles within each department, organization, and unit in the Army Command of the Ministry of Defence?",success,5.744,0,,1709,270,27.264,3,,8521,825,33.007999999999996
UK,single-table,simple,true,d52c203c-8dd5-4acf-9919-33b450b02831,,25cb6f60-ea40-4fda-ad29-5f7b68647930,,,,,,"SELECT title, author FROM R WHERE year = 2012 AND type = 'periodical article';",What are the titles and authors of periodical articles published in 2012 by APHA staff according to the Animal and Plant Health Agency's publications list?,success,6.159,0,,1815,264,5.909,0,,2144,161,12.068
UK,multi-table-join,challenging,true,e27296d6-0d62-4f95-84cb-7efb9b43ec01,46d784b1-9d95-4761-a253-10d2275fbe34,ea639e00-f6af-4f7f-926b-9c7530350015,6665fb5b-0ba0-40be-9fff-8f2433cdc656,,,expense_type,expense_type,"SELECT R.expense_type, AVG(CAST(REPLACE(R.amount_in_sterling, ',', '') AS FLOAT)) AS avg_amount_R, AVG(CAST(REPLACE(S.amount_in_sterling, ',', '') AS FLOAT)) AS avg_amount_S FROM R JOIN S ON R.expense_type = S.expense_type GROUP BY R.expense_type HAVING COUNT(DISTINCT R.supplier) > 1 AND COUNT(DISTINCT S.supplier) > 1","What are the average spending amounts for each expense type where multiple suppliers have been paid by both the Government Offices for the regions and the Department for Communities and Local Government in their respective financial transactions? Please consider this in light of the Ministry of Housing, Communities and Local Government's commitment to transparency in expenditure.",success,33.268,0,,3309,327,7.877,0,,3449,183,41.145
UK,single-table,moderate,true,a678cd75-7ff8-4f3d-a502-7961059a5066,,3c16edb8-b2a0-46aa-a754-aa0612163e89,,2024-01-25 Organogram (Junior),,,,"SELECT organisation, COUNT(*) AS number_of_units FROM R GROUP BY organisation ORDER BY number_of_units DESC;","How many units does each organisation within the Army Command have, ordered from highest to lowest?",success,5.733,0,,1652,253,4.698,0,,1877,130,10.431000000000001
UK,single-table,challenging,true,e8b18ad8-91b8-49d2-be61-9ef5c6aaa66a,,37a1a24b-5934-4617-beae-ebd90f7793cd,,CSV,,,,"SELECT SUBSTRING(ilau125_cd, 1, 3) AS prefix, COUNT(*) AS number_of_entries FROM R GROUP BY prefix","How many local administrative units at level 1 are there for each three-letter prefix of their codes in the UK as of January 2025, according to the Office for National Statistics' data?",success,33.031,3,,5141,1415,6.42,0,,2842,148,39.451
UK,single-table,simple,true,42c6e351-fe93-4069-8664-4c43f94f3d2f,,c1717d9f-3fe3-4371-b464-cd5d15d7e359,,"",,,,"SELECT species, COUNT(*) FROM R WHERE year_test_approved = 2006 GROUP BY species;",How many tests were conducted on each species in 2006 by the Animal and Plant Health Agency?,success,4.969,0,,1112,240,16.78,2,,5191,488,21.749000000000002
UK,multi-table-join,challenging,true,dfd29876-e8a0-4367-9e12-acd9fec21e8c,c62eef86-ae5d-474a-879c-e83ee51e89d0,3c16edb8-b2a0-46aa-a754-aa0612163e89,77fcc38e-dc40-4371-bd63-791612a0fa10,,2021-06-30 Organogram (Junior),professional/occupational_group,professional/occupational_group,"SELECT R.parent_department, S.unit, COUNT(*) AS total_posts_in_fte FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group"" GROUP BY R.parent_department, S.unit HAVING SUM(R.number_of_posts_in_fte + S.number_of_posts_in_fte) > 100",How many total posts in full-time equivalent are there for each parent department in the Army Command and corresponding unit in the Navy Command where the professional or occupational groups match and the combined number of posts exceeds 100? Please consider data from both the Ministry of Defence's Army and Navy commands.,success,8.952,0,,3015,317,7.847,0,,3143,197,16.799
UK,single-table,challenging,true,145598cc-ca1c-4eb5-ae01-c6a3d7f513e6,,fd6b5da5-0398-487d-8886-f60f83872333,,CSV,,,,"WITH LepCounts AS (     SELECT ""lep17_nm1"", COUNT(*) as cnt     FROM R     GROUP BY ""lep17_nm1"" ), RankedLep AS (     SELECT ""lep17_nm1"", ROW_NUMBER() OVER (ORDER BY cnt DESC) as rn     FROM LepCounts ) SELECT ""lep17_nm1"" FROM RankedLep WHERE rn = 1;",Which Local Enterprise Partnership in England includes the most Lower Layer Super Output Areas based on the best fit lookup from April 2017 by the Office for National Statistics?,success,18.286,1,,2878,766,8.212,0,,3829,169,26.498
UK,single-table,simple,true,d8044e95-9f2b-4f53-b711-ce1e90ec8b82,,5161398b-c0f9-45b9-8451-893face3a9ab,,,,,,"SELECT name, job_title FROM R WHERE organisation = 'high speed two ltd';",Can you show me the names and job titles of employees at High Speed Two Limited?,success,6.23,0,,2346,246,5.278,0,,2496,128,11.508
UK,multi-table-join,simple,true,dfd29876-e8a0-4367-9e12-acd9fec21e8c,c62eef86-ae5d-474a-879c-e83ee51e89d0,3c16edb8-b2a0-46aa-a754-aa0612163e89,77fcc38e-dc40-4371-bd63-791612a0fa10,,2021-06-30 Organogram (Junior),professional/occupational_group,professional/occupational_group,"SELECT R.parent_department, S.unit FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group""","Which parent departments in the Ministry of Defence have similar professional/occupational groups, and what are the corresponding units in both Army Command and Navy Command?",success,6.696,0,,2787,252,30.335,3,,12848,761,37.031
UK,single-table,challenging,true,e82bf5c3-34c6-4c5a-8212-f16dee3d5bdc,,88384885-1b3f-4117-811e-2543264c9795,,CSV,,,,"SELECT lad16nm, region_code, avg_area, rank FROM ( SELECT lad16nm, SUBSTR(lad16cd, 1, 3) AS region_code, AVG(shape__area) AS avg_area, ROW_NUMBER() OVER (PARTITION BY SUBSTR(lad16cd, 1, 3) ORDER BY AVG(shape__area) DESC) as rank FROM R GROUP BY lad16nm, SUBSTR(lad16cd, 1, 3) ) ORDER BY region_code, rank;","How do the average areas of different local authority districts in the UK compare within their respective regions as defined by the first three characters of their codes according to the December 2016 boundaries? Please list them by region and rank within each region based on their average area, from largest to smallest.",success,52.496,3,,8636,1933,9.263,0,,4461,175,61.759
UK,multi-table-join,simple,true,d697d950-ce4b-42cd-92c2-c8d2e9d31e7e,5f5c9494-b5a4-4710-a4df-e2e709e77d33,45526f3f-5ddb-4cf8-881d-fc403333876b,fff4cc89-d266-42dd-a9e3-9877db1e05fc,2024-09-30 Organogram (Junior),2022-10-29 Organogram (Junior),office_region,office_region,"SELECT R.office_region, COUNT(*) AS total_posts FROM R JOIN S ON R.office_region = S.office_region GROUP BY R.office_region;","How many posts are there in each office region when comparing the staff roles from the Ministry of Housing, Communities and Local Government with those from the Defence Infrastructure Organisation?",success,7.415,0,,3003,260,7.013,0,,3397,155,14.428
UK,multi-table-join,simple,true,dcf60014-5c2f-4691-932c-473f73c86c06,145598cc-ca1c-4eb5-ae01-c6a3d7f513e6,fd07cee9-b563-4716-9115-b9bb3025335c,fd6b5da5-0398-487d-8886-f60f83872333,CSV,CSV,lep20_cd,lep17_cd1,"SELECT ""lsoa11_nm"" FROM R JOIN S ON R.""lep20_cd"" = S.""lep17_cd1""",Which Lower Layer Super Output Areas (LSOAs) are associated with Local Enterprise Partnerships (LEPs) as of April 2017 in England? Please consider the LEP names from the list provided for April 2020.,success,21.508,2,,4675,873,11.541,0,,6036,186,33.049
UK,single-table,challenging,true,eb18eeb7-213f-48b4-86cc-b09a89ec5b67,,3bbde6f7-4c7a-4704-82f6-9622e0249f3d,,Contracts Finder OCDS 2024-10-02,,,,"SELECT ""publisher/name"", AVG(version) AS avg_version, COUNT(DISTINCT ""releases/0/id"") AS unique_releases FROM R WHERE CAST(REPLACE(""published_date"", 't', ' ') AS TIMESTAMP) >= CAST('2024-10-02' AS DATE) GROUP BY ""publisher/name"" HAVING COUNT(*) > 3 ORDER BY avg_version DESC","Can you provide the average version number and the number of unique releases for each publisher that has more than three Contracts Finder notices published on or after October 2nd, 2024? Please list them in descending order based on the average version number.",success,35.032,2,,8918,1227,7.344,0,,3628,160,42.376
UK,multi-table-join,challenging,true,d7fc66c0-fc86-45db-b8a7-188c5098778d,6449acca-29f0-4683-9072-1f372d0ce903,dd2a5b45-9849-47be-89b1-6d41e40c05e7,a90a9f70-e28c-4a95-a7a7-f79d12fbe219,2021-07-22 Organogram (Senior),,professional/occupational_group,professional/occupational_group,"SELECT R.name, S.generic_job_title, R.""valid?"" FROM R JOIN S ON R.""professional/occupational_group"" = S.""professional/occupational_group"" WHERE R.""valid?"" = 1;","Which names of valid staff members in the Department for Environment, Food and Rural Affairs have corresponding generic job titles in the Ministry of Justice, given that they share similar professional occupational groups and are marked as valid?",success,35.402,3,,11910,1288,36.291,3,,17084,820,71.693
UK,single-table,challenging,true,695a7214-ce7c-45a4-8a74-9e8d3fec6aec,,fd714875-0766-4734-829e-3baa3b520839,,CSV,,,,"WITH RankedAreas AS ( SELECT ""lep14nm"", ""shape__area"", ROW_NUMBER() OVER (PARTITION BY SUBSTR(""lep14nm"", 1, 3) ORDER BY ""shape__area"" DESC) as rank FROM R ) SELECT * FROM RankedAreas WHERE rank = 1",Which Local Enterprise Partnership (LEP) region in England had the largest area for each unique three-letter starting code of their names as of December 2014?,success,6.825,0,,1588,292,9.022,0,,4015,185,15.847000000000001
UK,multi-table-join,simple,true,e82bf5c3-34c6-4c5a-8212-f16dee3d5bdc,f6bf5ac9-099a-45f5-af07-faef2a4e5f1b,88384885-1b3f-4117-811e-2543264c9795,db2d6390-df7c-4fbe-95d4-425053e3bf75,CSV,CSV,lad16cd,lad18cd,"SELECT R.iobjectid, R.lad16nm, S.lad18nm FROM R JOIN S ON R.lad16cd = S.lad18cd","Which Local Authority Districts from December 2016 still have corresponding districts in December 2018, and what are their names for both periods according to the Office for National Statistics data?",success,10.316,0,,3293,321,12.922,0,,7452,160,23.238
UK,multi-table-join,moderate,true,db0441af-7708-438d-a43b-66dbd360ece1,564f8ec8-d96a-4d7a-a297-04ce55702f0a,3375ee24-daaa-419d-ad5b-9e699f0e025f,082cca2b-985c-4ab8-9728-2913d04fe9fb,CSV,CSV,lad18_nm,lau115nm,"SELECT R.iwd18_cd, R.wd18_nm, S.shape__area FROM R JOIN S ON R.lad18_nm = S.lau115nm ORDER BY S.shape__area DESC;","Which electoral ward codes and names have the largest local administrative unit areas in England and Wales as of December 2015? Please list them from the largest area to the smallest, considering the relationship between wards and their corresponding local authority districts.",success,7.541,0,,2315,268,12.596,0,,7090,176,20.137
UK,single-table,challenging,true,0eb921ed-cfc5-4aab-b1e4-f6b7f0ba4554,,a9284074-dc6c-49d3-b5b7-2a966231558c,,CSV,,,,"WITH RankedAreas AS ( SELECT lad19nm, st_areasha, ROW_NUMBER() OVER (PARTITION BY lad19nm ORDER BY st_areasha DESC) as rn FROM R ) SELECT lad19nm, MAX(st_areasha) as max_area FROM RankedAreas WHERE rn = 1 GROUP BY lad19nm;","Which Local Authority Districts in the United Kingdom had the largest area as of December 2019, according to the boundaries provided by the Office for National Statistics?",success,8.004,0,,2290,288,8.547,0,,4385,146,16.551000000000002
UK,multi-table-join,simple,true,f6b48a1a-41d0-4517-b840-4322b3500549,8aaabd93-2c70-4072-a80b-13afd1fe699d,723ef91a-e7b1-40ce-b665-6cc11a8dee8a,e1caf9de-3af4-4396-95ab-de40cc0e9b2d,CSV,CSV,pcon24_nmw,senc24_nmw,SELECT * FROM R JOIN S ON R.pcon24_nmw = S.senc24_nmw;,"Retrieve all details of Westminster Parliamentary Constituencies (from the July 2024 boundaries) that have corresponding Senedd Cymru constituencies in Wales as of December 2024, based on matching constituency names.",success,8.345,0,,3273,263,60.437,3,,34132,769,68.782
UK,multi-table-join,simple,true,d3096580-5e22-4898-b2cd-33853184607f,6f7bfd48-d723-497f-a506-aa65018251e6,4940dcb0-49cc-4a66-844c-2c813b66f27c,17d5c23d-f431-48e8-802a-b987431c8d92,,,grade,grade,"SELECT R.grade, R.generic_job_title AS job_title_in_R, S.generic_job_title AS job_title_in_S FROM R JOIN S ON R.grade = S.grade",How do job titles in roles of the same grade compare between staff at the Forestry Commission and the Department for Transport?,success,7.217,0,,2683,267,6.223,0,,3151,138,13.44
UK,single-table,moderate,true,c62eef86-ae5d-474a-879c-e83ee51e89d0,,77fcc38e-dc40-4371-bd63-791612a0fa10,,2021-06-30 Organogram (Junior),,,,"SELECT SUM(number_of_posts_in_fte) AS total_posts, AVG(payscale_maximum__a_) AS avg_max_payscale FROM R WHERE organisation = 'ministry of defence' AND unit = 'navy command';",What is the total number of posts in full-time equivalent (FTE) and the average maximum payscale for roles within the Navy Command unit at the Ministry of Defence?,success,6.519,0,,1699,280,11.89,1,,4306,346,18.409
UK,single-table,moderate,true,5c5546fc-93d1-4ff4-9080-407fdc08a3f9,,4f1e708d-62ef-4597-95e3-ccf0a440bf15,,Contracts Finder OCDS 2024-11-21,,,,"SELECT ""published_date"", COUNT(*) as release_count FROM R GROUP BY ""published_date"" ORDER BY release_count DESC LIMIT 10;","Which date in November 2024 had the highest number of Contracts Finder notices published by the Cabinet Office, and how many were published on that day? Could you provide this information for the top ten dates with the most publications?",success,7.563,0,,3415,246,7.936,0,,3372,180,15.498999999999999
